Date,BAC,CVX,FDX,GS,HD,JPM,KO,LOW,MA,MS,PEP,TGT,UPS,V,WMT,XOM
2017-03-28,19.005807876586914,72.30010986328125,131.46047973632812,188.46990966796875,117.52053833007812,69.001220703125,31.849390029907227,69.4001235961914,106.46365356445312,32.58810806274414,84.56999206542969,40.71669006347656,74.15800476074219,83.53497314453125,20.171560287475586,54.44225311279297
2017-03-29,18.900577545166016,72.90727996826172,132.17355346679688,187.7466583251953,117.39278411865234,68.74422454833984,31.841882705688477,69.2401123046875,106.07554626464844,32.825862884521484,84.55493927001953,41.89415740966797,74.0462646484375,83.59123229980469,20.292030334472656,54.5620002746582
2017-03-30,19.32149314880371,72.71161651611328,134.4235076904297,190.0231475830078,117.32098388671875,69.33609008789062,31.97699737548828,69.31593322753906,106.65299224853516,33.309059143066406,84.36692810058594,41.97011947631836,74.48623657226562,83.4318618774414,20.535860061645508,55.67958450317383
2017-03-31,19.0948429107666,72.43505859375,135.1018524169922,188.79037475585938,117.22515106201172,68.40933227539062,31.856884002685547,69.2401123046875,106.46365356445312,32.8565559387207,84.12627410888672,41.924522399902344,74.93317413330078,83.30064392089844,20.676422119140625,54.55534362792969
2017-04-03,19.0948429107666,72.7251205444336,135.247314453125,188.1658172607422,117.0574951171875,68.16012573242188,31.834373474121094,69.09693908691406,106.24595642089844,32.75685501098633,84.12627410888672,41.04335403442383,74.3046646118164,83.75994873046875,20.60470199584961,54.595272064208984
2017-04-04,18.973426818847656,73.30531311035156,135.87728881835938,188.41233825683594,116.83393859863281,68.38727569580078,32.03703689575195,68.71792602539062,106.10394287109375,32.60345458984375,84.2917251586914,40.58757781982422,74.46528625488281,83.21629333496094,20.656339645385742,54.794822692871094
2017-04-05,18.75487518310547,73.2918472290039,135.5865478515625,187.09744262695312,117.07352447509766,67.5100326538086,31.9544677734375,68.74317932128906,106.29362487792969,32.01288986206055,84.18643188476562,40.071006774902344,74.54208374023438,83.45060729980469,20.553070068359375,54.90126037597656
2017-04-06,18.827726364135742,73.7303237915039,135.68345642089844,187.90280151367188,117.55249786376953,67.73715209960938,32.0295295715332,69.0379638671875,106.63508605957031,32.28132247924805,83.91570281982422,40.69392013549805,74.49320220947266,83.50684356689453,20.489967346191406,55.22055435180664
2017-04-07,18.746774673461914,73.44025421142578,135.44805908203125,187.27821350097656,117.46468353271484,67.50218200683594,31.984500885009766,69.18116760253906,106.45489501953125,32.173954010009766,83.93826293945312,40.4432373046875,73.31998443603516,83.17878723144531,20.91164207458496,55.054256439208984
2017-04-10,18.63346290588379,73.82476806640625,135.5242156982422,188.10821533203125,118.32696533203125,67.26720428466797,32.0445442199707,69.41698455810547,106.53075408935547,32.143280029296875,84.2466049194336,40.86103820800781,74.3186264038086,83.29126739501953,20.957534790039062,55.300411224365234
2017-04-11,18.552513122558594,73.5144271850586,133.60658264160156,187.16317749023438,118.31890106201172,67.14970397949219,32.022029876708984,69.40853881835938,106.33158874511719,31.89018440246582,84.02851867675781,40.80026626586914,73.8507308959961,83.28189849853516,21.06367301940918,55.107486724853516
