zscore_lookback,entry_zscore,exit_zscore,stop_zscore,maximum_holding_days,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,completed_trades,trade_win_rate,profit_factor,total_turnover
60,1.5,0.25,3.5,20,0.02183925997019598,0.0036113173387000153,0.0967225141202866,0.08519171891846263,0.09673353505226419,-0.14862645167609256,49,0.5102040816326531,1.0761670770999998,98.0
40,2.0,0.5,3.5,60,0.01936510246799039,0.003205441457995839,0.09089359526002404,0.08025835352674737,0.089290763888042,-0.14118613792410806,40,0.525,1.0838874712818296,80.0
60,1.5,0.25,3.5,40,0.005921495735815352,0.0009856146369926488,0.10427888914434592,0.06112324244499415,0.07475540833839664,-0.15307096353155925,39,0.5128205128205128,1.0500639247449808,78.0
60,2.5,0.0,4.0,20,0.01084038536660148,0.0018006798632745902,0.0690761970446392,0.060099465103108575,0.05100816097726427,-0.13790957084945854,21,0.38095238095238093,1.0876890659378529,42.0
40,2.0,0.0,3.5,60,0.0035426631289845467,0.0005902477131587425,0.10629371786287796,0.05824067724703177,0.07355132135041265,-0.12906645361196112,36,0.5,1.0459694145770548,72.0
40,2.0,0.5,4.0,60,0.005621923717801458,0.0009358680443005696,0.09113076828340692,0.055429400683070285,0.061721100678303394,-0.14340441714598862,35,0.5142857142857142,1.052404434826623,70.0
60,2.0,0.5,4.0,40,0.00505937137697976,0.000842417863408329,0.09352256647864336,0.0552944138880821,0.06367316523304517,-0.14236395552577352,26,0.46153846153846156,1.0536666436820619,52.0
40,2.0,0.5,3.5,40,0.005607578176235473,0.0009334855300258127,0.09072210939612825,0.055243596156522225,0.061344847553349804,-0.14118613792410728,40,0.525,1.0480664968671725,80.0
60,2.0,0.5,3.5,40,0.004930359706372789,0.0008209805344669974,0.09345663954835909,0.05503831882575486,0.06324295060920744,-0.1355252170479665,30,0.4,1.0497664323456364,60.0
40,2.5,0.25,4.0,20,0.004912062479965007,0.000817939975338966,0.07458602724960367,0.04778616125423178,0.041775257518848405,-0.1659638396695151,23,0.4782608695652174,1.0577079066265302,46.0
40,1.5,0.5,3.5,60,-0.008020532468761887,-0.001342775492166992,0.1038369743152845,0.038479387443591605,0.04934174393312311,-0.2336165972346843,54,0.5740740740740741,1.0103726066218646,109.0
40,2.0,0.0,4.0,60,-0.009987195966087326,-0.0016734092910464238,0.10649650720950743,0.03706198247154784,0.04684989224470293,-0.1313160374565001,31,0.5483870967741935,1.0157109415037484,62.0
40,2.0,0.5,4.0,40,-0.007950120302910313,-0.0013309479885319497,0.09095950593247668,0.0304329834865569,0.03382369666115604,-0.14340441714598962,35,0.5142857142857142,1.0128061816267664,70.0
40,2.5,0.25,3.5,20,-0.005843048625839731,-0.0009773352281243763,0.07459769545291023,0.02371665516720165,0.021097738418574687,-0.18136016346991424,28,0.4642857142857143,1.0230572476723585,56.0
60,2.5,0.5,4.0,20,-0.006179062754929521,-0.001033683882007419,0.06817671294694999,0.018419240199135063,0.015582956430726502,-0.14075523995598982,21,0.38095238095238093,1.021147665246565,42.0
40,1.5,0.5,3.5,40,-0.02358951390549824,-0.003975321538020715,0.10366268502785957,0.012903203053943667,0.016497858394466002,-0.23532469179684468,54,0.5740740740740741,0.9816006477000503,109.0
60,1.5,0.5,4.0,60,-0.024912478792264436,-0.004200629067190986,0.10321420945535102,0.010394400840314387,0.01280410039873984,-0.13277995402236287,34,0.5588235294117647,0.9682300987801474,68.0
60,2.0,0.5,4.0,20,-0.015233251888365662,-0.0025580561128351054,0.08153864090609557,0.008916847165068128,0.008690525830927918,-0.17942333493170892,30,0.4666666666666667,0.9985466320647409,60.0
60,2.5,0.25,4.0,20,-0.011267226586806456,-0.0018889010587349597,0.06881531575108998,0.006439359537741132,0.0054371249512558985,-0.1379095708494582,21,0.38095238095238093,1.0024891307916133,42.0
60,2.0,0.5,3.5,20,-0.0164373958674503,-0.002761665810504965,0.0813473690179537,0.0062342737323711215,0.006112352454626802,-0.17880630696806132,34,0.4411764705882353,0.9993569539467754,68.0
60,1.5,0.5,3.5,60,-0.02867849796532973,-0.004843398275243382,0.10313175533885259,0.004058413700968506,0.004990852858187677,-0.1391226666913803,38,0.5263157894736842,0.9602926243702032,76.0
